,portfolio_value,return,weight_AAPL,weight_AGG,weight_AMZN,weight_GLD,weight_GOOGL,weight_META,weight_MSFT,weight_SPY,weight_TLT,weight_XLE,weight_XLF,weight_XLK,weight_XLP,weight_XLV,cumulative_return,drawdown,position_change,transaction_cost,rolling_volatility,rolling_return,rolling_sharpe,year,month,rolling_var95,rolling_cvar95
2023-06-22,1.003349241610788,-0.023214751207565998,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999923,0.4,-0.4,0.4,0.3999986,0.0033492416107880896,-0.03170283876307361,2.9802322e-08,8.940697e-11,,,,2023,6,,
2023-06-23,1.00675618148329,0.003395567297217683,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999932,0.4,-0.4,0.4,0.39999864,0.006756181483289936,-0.0284149205883887,1.1920929e-07,3.5762787e-10,,,,2023,6,,
2023-06-26,1.00857914053355,0.001810725460432927,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999944,0.4,-0.4,0.4,0.39999887,0.008579140533550023,-0.02665564674812129,3.5762787e-07,1.0728836e-09,,,,2023,6,,
2023-06-27,1.0257849611591479,0.01705946507727263,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999995,0.4,-0.4,0.4,0.399999,0.025784961159147857,-0.010050912745660258,1.7881393e-07,5.364418e-10,,,,2023,6,,
2023-06-28,1.0225242015645686,-0.003178794501817017,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999947,0.4,-0.4,0.4,0.39999902,0.02252420156456858,-0.013197757461303123,5.9604645e-08,1.7881394e-10,,,,2023,6,,
2023-06-29,1.028190993800538,0.005541963923493043,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999947,0.4,-0.4,0.4,0.39999902,0.028190993800538022,-0.0077289350335315605,0.0,0.0,,,,2023,6,,
2023-06-30,1.0633133986490788,0.034159416937427745,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999947,0.4,-0.4,0.4,0.399999,0.06331339864907881,0.0,2.9802322e-08,8.940697e-11,,,,2023,6,,
2023-07-03,1.0573266166049902,-0.005630308102667292,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999953,0.4,-0.4,0.4,0.39999908,0.057326616604990166,-0.00563030810266733,1.4901161e-07,4.4703485e-10,,,,2023,7,,
2023-07-05,1.0507329850747005,-0.00623613500950293,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999995,0.4,-0.4,0.4,0.39999908,0.050732985074700476,-0.011831331750696955,2.9802322e-08,8.940697e-11,,,,2023,7,,
2023-07-06,1.0348665439074523,-0.015100355078431438,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999995,0.4,-0.4,0.4,0.39999905,0.03486654390745225,-0.026753029518642193,2.9802322e-08,8.940697e-11,,,,2023,7,,
2023-07-07,1.023796175811819,-0.010697387175967354,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999953,0.4,-0.4,0.4,0.3999991,0.02379617581181903,-0.03716422917971853,8.940697e-08,2.682209e-10,,,,2023,7,,
2023-07-10,1.0466970239200006,0.02236856187709657,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999956,0.4,-0.4,0.4,0.39999917,0.046697023920000635,-0.01562697766264301,8.940697e-08,2.682209e-10,,,,2023,7,,
2023-07-11,1.0656636202498286,0.018120426347249863,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999965,0.4,-0.4,0.4,0.39999923,0.06566362024982864,0.0,1.4901161e-07,4.4703485e-10,,,,2023,7,,
2023-07-12,1.0972648417606068,0.02965403051233917,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999962,0.4,-0.4,0.4,0.39999926,0.09726484176060679,0.0,5.9604645e-08,1.7881394e-10,,,,2023,7,,
2023-07-13,1.0867766397840957,-0.009558496342307321,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999968,0.4,-0.4,0.4,0.39999932,0.08677663978409567,-0.009558496342307269,1.1920929e-07,3.5762787e-10,,,,2023,7,,
2023-07-14,1.0677604944588839,-0.017497749426220288,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999968,0.4,-0.4,0.4,0.3999993,0.06776049445888388,-0.026888993594638436,2.9802322e-08,8.940697e-11,,,,2023,7,,
2023-07-17,1.0814361877362253,0.012807828486173678,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999997,0.4,-0.4,0.4,0.39999938,0.0814361877362253,-0.014425554726590678,1.1920929e-07,3.5762787e-10,,,,2023,7,,
2023-07-18,1.1230767196237845,0.03850484416905409,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999977,0.4,-0.4,0.4,0.39999944,0.12307671962378453,0.0,1.1920929e-07,3.5762787e-10,,,,2023,7,,
2023-07-19,1.143991066979933,0.018622367457812095,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999977,0.4,-0.4,0.4,0.39999947,0.1439910669799329,0.0,2.9802322e-08,8.940697e-11,,,,2023,7,,
2023-07-20,1.1542479542492439,0.008965880560928285,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999953,0.15424795424924387,0.0,1.1920929e-07,3.5762787e-10,,,,2023,7,,
2023-07-21,1.1394106283548284,-0.012854539477235694,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999956,0.13941062835482843,-0.012854539477235692,2.9802322e-08,8.940697e-11,,,,2023,7,,
2023-07-24,1.1467580165236884,0.006448411122396358,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999986,0.4,-0.4,0.4,0.3999996,0.14675801652368836,-0.006489019710177592,5.9604645e-08,1.7881394e-10,,,,2023,7,,
2023-07-25,1.1536892843536515,0.006044228799877649,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999986,0.4,-0.4,0.4,0.3999996,0.15368928435365148,-0.00048401203011511047,0.0,0.0,,,,2023,7,,
2023-07-26,1.1353250407047561,-0.015917841916321396,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999956,0.13532504070475615,-0.016394149519455486,5.9604645e-08,1.7881394e-10,,,,2023,7,,
2023-07-27,1.1044845675929904,-0.027164443666829907,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999956,0.10448456759299041,-0.04311325523519858,0.0,0.0,,,,2023,7,,
2023-07-28,1.129631349927695,0.022767889269387664,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.3999996,0.1296313499276951,-0.02132696378704879,2.9802322e-08,8.940697e-11,,,,2023,7,,
2023-07-31,1.1201107522805163,-0.008428057213345053,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.3999996,0.12011075228051626,-0.029575276129409668,0.0,0.0,,,,2023,7,,
2023-08-01,1.1113032614171159,-0.007863053582396695,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999986,0.4,-0.4,0.4,0.39999962,0.11130326141711588,-0.037205777730886645,5.9604645e-08,1.7881394e-10,,,,2023,8,,
2023-08-02,1.0928037170779685,-0.016646711101663714,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.39999965,0.09280371707796853,-0.05323313499935154,5.9604645e-08,1.7881394e-10,,,,2023,8,,
2023-08-03,1.0729222291978693,-0.018193100526103678,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.39999968,0.07292222919786928,-0.07045775974909237,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-04,1.0257394256516847,-0.043975977253690623,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.39999968,0.025739425651684744,-0.1113352881627109,0.0,0.0,,,,2023,8,,
2023-08-07,1.0224006723102306,-0.0032549722258486957,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.39999968,0.022400672310230574,-0.11422786711783307,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-08,1.0244701907198528,0.0020241755171639397,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.39999965,0.02447019071985279,-0.11243490885266699,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-09,1.023425074447185,-0.0010201529357662942,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.39999965,0.02342507444718489,-0.11334036098608462,0.0,0.0,,,,2023,8,,
2023-08-10,1.0117921774488674,-0.011366632779249763,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.39999962,0.011792177448867402,-0.12341869550293794,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-11,1.015697834436191,0.0038601375602362875,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.3999996,0.015697834436191105,-0.12003497108484784,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-14,1.0076143840200114,-0.007958518904066403,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.3999996,0.0076143840200113555,-0.12703818940238643,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-15,0.980946650052269,-0.0264662100806341,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.3999996,-0.019053349947731002,-0.1501421800740336,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-16,0.9654885200037283,-0.015758379976848924,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.39999953,-0.03451147999627169,-0.1635345625267234,8.940697e-08,2.682209e-10,,,,2023,8,,
2023-08-17,0.9369855666861087,-0.02952179412501932,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.3999995,-0.06301443331389134,-0.18822852296450368,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-18,0.9513247299246823,0.015303504929417233,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.39999947,-0.04867527007531769,-0.17580557416413067,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-21,0.9470747650915569,-0.0044674175909018565,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.3999995,-0.05292523490844314,-0.17948759484043306,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-22,0.940228702287586,-0.0072286402893534385,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.3999995,-0.05977129771241396,-0.18541878387028385,0.0,0.0,,,,2023,8,,
2023-08-23,0.9698345900138626,0.03148796420939415,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999986,0.4,-0.4,0.4,0.39999947,-0.03016540998613737,-0.1597692796911466,5.9604645e-08,1.7881394e-10,,,,2023,8,,
2023-08-24,0.9491199910301894,-0.021358898926647996,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999944,-0.0508800089698106,-0.17771568272128807,5.9604645e-08,1.7881394e-10,,,,2023,8,,
2023-08-25,0.9611393386438352,0.012663675538642671,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999938,-0.03886066135616484,-0.16730254092675617,5.9604645e-08,1.7881394e-10,,,,2023,8,,
2023-08-28,0.9778355373589189,0.017371257260827555,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999938,-0.022164462641081073,-0.1528375391447574,0.0,0.0,,,,2023,8,,
2023-08-29,1.0043843021290664,0.02715054194272204,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999938,0.004384302129066375,-0.12983661921900752,0.0,0.0,,,,2023,8,,
2023-08-30,1.0059060192782399,0.0015150746043599561,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999998,0.4,-0.4,0.4,0.39999938,0.00590601927823986,-0.1285182567791423,2.9802322e-08,8.940697e-11,,,,2023,8,,
2023-08-31,0.9876595413686748,-0.01813934657897487,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999998,0.4,-0.4,0.4,0.39999938,-0.012340458631325157,-0.14432636615667466,0.0,0.0,,,,2023,8,,
2023-09-01,0.9947756776429335,0.007205049894417392,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999974,0.4,-0.4,0.4,0.39999935,-0.005224322357066491,-0.1381611949314961,8.940697e-08,2.682209e-10,,,,2023,9,,
2023-09-05,0.9848226831351786,-0.010005265238629435,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999974,0.4,-0.4,0.4,0.39999938,-0.015177316864821377,-0.14678412076914993,2.9802322e-08,8.940697e-11,,,,2023,9,,
2023-09-06,0.9756138313027396,-0.00935077145372265,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999997,0.4,-0.4,0.4,0.39999935,-0.024386168697260402,-0.15476234745652467,5.9604645e-08,1.7881394e-10,,,,2023,9,,
2023-09-07,0.959007354728124,-0.01702156738844185,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999997,0.4,-0.4,0.4,0.39999935,-0.04099264527187596,-0.16914961711854187,0.0,0.0,,,,2023,9,,
2023-09-08,0.9667253907309614,0.008047942452980905,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999997,0.4,-0.4,0.4,0.39999932,-0.03327460926903858,-0.16246298105007476,2.9802322e-08,8.940697e-11,,,,2023,9,,
2023-09-11,0.9716739939185368,0.00511893370653449,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999997,0.4,-0.4,0.4,0.3999993,-0.028326006081463184,-0.1581756845733016,2.9802322e-08,8.940697e-11,,,,2023,9,,
2023-09-12,0.9732512262818426,0.0016232114610221782,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999968,0.4,-0.4,0.4,0.39999923,-0.026748773718157426,-0.15680922569633385,8.940697e-08,2.682209e-10,,,,2023,9,,
2023-09-13,0.9615204513065246,-0.01205318283557022,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.3999991,-0.03847954869347536,-0.16697235826428192,2.0861626e-07,6.2584876e-10,,,,2023,9,,
2023-09-14,0.9833447314025612,0.022697676441911785,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999956,0.4,-0.4,0.4,0.399999,-0.01665526859743882,-0.14806456638499574,1.4901161e-07,4.4703485e-10,,,,2023,9,,
2023-09-15,0.9592870977996522,-0.0244651065233199,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999956,0.4,-0.4,0.4,0.399999,-0.040712902200347845,-0.16890725751937752,0.0,0.0,,,,2023,9,,
2023-09-18,0.9731259058922446,0.014426138039732805,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999962,0.4,-0.4,0.4,0.39999908,-0.02687409410775543,-0.156917798892532,1.4901161e-07,4.4703485e-10,,,,2023,9,,
2023-09-19,0.9756393676021143,0.0025828741118192333,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.39999893,-0.024360632397885662,-0.15474022370115587,1.7881393e-07,5.364418e-10,,,,2023,9,,
2023-09-20,0.9682878094321252,-0.00753511841989063,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999962,0.4,-0.4,0.4,0.3999988,-0.031712190567874776,-0.16110935621113792,1.4901161e-07,4.4703485e-10,,,,2023,9,,
2023-09-21,0.9488979461263886,-0.020024896644220136,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999962,0.4,-0.4,0.4,0.39999872,-0.05110205387361144,-0.1779080546488132,8.940697e-08,2.682209e-10,,,,2023,9,,
2023-09-22,0.9523594287439244,0.0036478976813749675,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.39999846,-0.04764057125607557,-0.1749091473474896,2.9802322e-07,8.940697e-10,,,,2023,9,,
2023-09-25,0.9416124578912598,-0.01128457442463604,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.39999846,-0.0583875421087402,-0.18421994648133322,0.0,0.0,,,,2023,9,,
2023-09-26,0.929792094220754,-0.012553321243197524,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.3999984,-0.07020790577924596,-0.1944606955569459,5.9604645e-08,1.7881394e-10,,,,2023,9,,
2023-09-27,0.9155760739614217,-0.015289461319034525,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.3999983,-0.08442392603857829,-0.20677695759318995,8.940697e-08,2.682209e-10,,,,2023,9,,
2023-09-28,0.9256413052292353,0.01099333147082393,0.4,0.4,-0.4,0.39999998,-0.4,0.4,0.4,0.4,0.4,0.39999956,0.4,-0.4,0.4,0.3999981,-0.07435869477076473,-0.19805679375771643,2.682209e-07,8.046627e-10,,,,2023,9,,
2023-09-29,0.9043511940125347,-0.023000390212089772,0.4,0.4,-0.4,0.39999998,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.399998,-0.09564880598746528,-0.21650180042922337,1.1920929e-07,3.5762787e-10,,,,2023,9,,
2023-10-02,0.8791713882323088,-0.02784295077723642,0.4,0.4,-0.4,0.39999998,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.39999786,-0.12082861176769122,-0.23831670223392581,1.4901161e-07,4.4703485e-10,,,,2023,10,,
2023-10-03,0.8564268717412767,-0.02587040114756567,0.4,0.4,-0.4,0.39999998,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.39999777,-0.14357312825872326,-0.25802175469453487,8.940697e-08,2.682209e-10,,,,2023,10,,
2023-10-04,0.8581576581341004,0.002020938914848225,0.4,0.4,-0.4,0.39999998,-0.4,0.4,0.4,0.4,0.4,0.39999947,0.4,-0.4,0.4,0.39999756,-0.1418423418658996,-0.2565222619846263,3.2782555e-07,9.834766e-10,,,,2023,10,,
2023-10-05,0.8552671627003624,-0.0033682568772069876,0.4,0.4,-0.4,0.39999995,-0.4,0.4,0.4,0.4,0.4,0.3999994,0.4,-0.4,0.4,0.39999735,-0.1447328372996376,-0.25902648598874684,2.9802322e-07,8.940697e-10,,,,2023,10,,
2023-10-06,0.8695571455842837,0.01670820944276996,0.4,0.4,-0.4,0.39999995,-0.4,0.4,0.4,0.4,0.4,0.3999993,0.4,-0.4,0.4,0.399997,-0.13044285441571635,-0.2466461453251016,4.7683716e-07,1.4305115e-09,,,,2023,10,,
2023-10-09,0.9074265925449958,0.04355026826358421,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999926,0.4,-0.4,0.4,0.39999694,-0.0925734074550042,-0.2138373828566045,1.1920929e-07,3.5762787e-10,,,,2023,10,,
2023-10-10,0.9144760471146286,0.007768622418108384,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999923,0.4,-0.4,0.4,0.399997,-0.0855239528853714,-0.2077299823247855,8.940697e-08,2.682209e-10,,,,2023,10,,
2023-10-11,0.9172487225819639,0.0030319826047753295,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999991,0.4,-0.4,0.4,0.3999966,-0.08275127741803612,-0.2053278334129092,5.066395e-07,1.5199184e-09,,,,2023,10,,
2023-10-12,0.8904989350929423,-0.02916306867533547,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999908,0.4,-0.4,0.4,0.3999967,-0.10950106490705769,-0.2285029123814662,1.1920929e-07,3.5762787e-10,,,,2023,10,,
2023-10-13,0.920325037089886,0.03349369754589393,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999887,0.4,-0.4,0.4,0.39999646,-0.079674962910114,-0.20266262227123294,4.4703484e-07,1.3411046e-09,,,,2023,10,,
2023-10-16,0.9241334027314961,0.004138065887735021,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999884,0.4,-0.4,0.4,0.39999637,-0.07586659726850387,-0.19936318766743744,1.1920929e-07,3.5762787e-10,,,,2023,10,,
2023-10-17,0.9272324535403955,0.003353466934253646,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999884,0.4,-0.4,0.4,0.39999637,-0.07276754645960448,-0.19667827859093392,0.0,0.0,,,,2023,10,,
2023-10-18,0.9227427428858769,-0.004842055125848788,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999987,0.4,-0.4,0.4,0.39999637,-0.07725725711412312,-0.20056800664978838,1.4901161e-07,4.4703485e-10,,,,2023,10,,
2023-10-19,0.9007837334213389,-0.023797542309421216,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999864,0.39999998,-0.4,0.4,0.3999964,-0.09921626657866112,-0.21959252333504495,1.1920929e-07,3.5762787e-10,,,,2023,10,,
2023-10-20,0.8919468924727513,-0.009810169323355433,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.3999984,0.39999998,-0.4,0.4,0.39999595,-0.10805310752724873,-0.22724845282234074,7.4505806e-07,2.2351743e-09,,,,2023,10,,
2023-10-23,0.8874948237671672,-0.004991405590574538,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.3999984,0.39999998,-0.4,0.4,0.39999577,-0.11250517623283285,-0.23110556921504846,1.7881393e-07,5.364418e-10,,,,2023,10,,
2023-10-24,0.8841187835063806,-0.003804011212658276,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.39999852,0.39999998,-0.4,0.4,0.3999957,-0.11588121649361938,-0.23403045225110494,1.7881393e-07,5.364418e-10,,,,2023,10,,
2023-10-25,0.9149778538268171,0.03490376055358824,0.4,0.4,-0.4,0.39999995,-0.39999995,0.4,0.4,0.4,0.4,0.3999986,0.39999998,-0.4,0.4,0.39999598,-0.08502214617318293,-0.20729523456513724,3.874302e-07,1.1622906e-09,,,,2023,10,,
2023-10-26,0.8954067821497617,-0.021389667077952867,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999878,0.4,-0.4,0.4,0.399996,-0.10459321785023834,-0.22425092558889564,2.682209e-07,8.046627e-10,,,,2023,10,,
2023-10-27,0.8594211877544196,-0.04018910188388913,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.399999,0.4,-0.4,0.4,0.3999961,-0.14057881224558044,-0.2554275841767362,2.9802322e-07,8.940697e-10,,,,2023,10,,
2023-10-30,0.8691891135541282,0.011365702799614796,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999991,0.4,-0.4,0.4,0.39999637,-0.1308108864458718,-0.24696499538569783,3.874302e-07,1.1622906e-09,,,,2023,10,,
